time,JP01MY,JP03MY,JP06MY,JP01Y,JP02Y,JP05Y,JP07Y,JP10Y,JP20Y,JP30Y
1153342800,,NaN,0.375,0.61000001,NaN,NaN,NaN,1.82700002,2.25600004,NaN
1153429200,,NaN,0.36500001,0.61000001,0.79400003,NaN,NaN,1.83200002,2.273,NaN
1153688400,,NaN,0.37,0.62,0.824,NaN,NaN,1.86899996,2.29900002,NaN
1153774800,,NaN,0.37,0.625,0.84899998,NaN,NaN,1.88800001,2.30800009,NaN
1153861200,,NaN,0.37,0.62,0.83899999,1.403,NaN,1.87399995,2.29500008,NaN
1153947600,,NaN,0.37,0.61500001,0.829,1.403,NaN,1.88800001,2.30800009,2.52800012
1154034000,,NaN,0.37,0.61400002,0.83399999,1.43700004,NaN,1.93900001,2.35100007,2.56800008
1154293200,,NaN,0.37,0.61500001,0.83899999,1.43700004,NaN,1.93900001,2.35500002,2.58800006
1154379600,,NaN,0.37,0.61400002,0.85399997,1.44200003,NaN,1.92999995,2.34599996,2.56800008
1154466000,,NaN,0.37,0.61400002,0.84399998,1.40799999,NaN,1.89699996,2.29900002,2.52800012
1154552400,,NaN,0.375,0.60399997,0.829,1.39400005,NaN,1.87800002,2.28200006,2.50300002
1154638800,,NaN,0.42500001,0.60500002,0.83399999,1.403,NaN,1.88300002,2.28200006,2.49900007
1154898000,,NaN,0.405,0.58899999,0.80900002,1.35899997,NaN,1.84599996,2.23900008,2.45799994
1154984400,,NaN,0.41999999,0.58899999,0.81900001,1.37899995,NaN,1.84599996,2.24300003,2.454
1155070800,,NaN,0.41999999,0.58899999,0.829,1.398,NaN,1.86800003,2.25200009,2.47099996
1155157200,,NaN,0.42500001,0.60000002,0.84399998,1.43700004,NaN,1.90600002,2.29900002,2.50699997
1155243600,,NaN,0.42500001,0.58499998,0.81400001,1.38399994,NaN,1.85500002,2.2650001,2.4749999
1155502800,,NaN,0.41999999,0.59399998,0.83399999,1.41799998,NaN,1.89199996,2.29900002,2.50300002
1155589200,,NaN,0.41999999,0.59399998,0.83399999,1.40799999,NaN,1.86899996,2.273,2.47900009
1155675600,,NaN,0.41,0.579,0.80900002,1.37899995,NaN,1.84599996,2.25200009,2.4749999
1155762000,,NaN,0.41,0.579,0.80400002,1.36399996,NaN,1.83200002,2.2349999,2.454
1155848400,,NaN,0.41499999,0.57800001,0.80900002,1.38900006,NaN,1.86399996,2.27800012,2.49900007
1156107600,,NaN,0.41499999,0.56400001,0.78399998,1.34500003,NaN,1.82700002,2.24799991,2.47099996
1156194000,,NaN,0.41,0.54900002,0.764,1.32500005,NaN,1.81299996,2.2349999,2.46700001
1156280400,,NaN,0.41,0.55400002,0.76899999,1.33500004,NaN,1.81299996,2.23000002,2.46199989
1156366800,,NaN,0.41,0.55400002,0.77399999,1.33000004,NaN,1.81299996,2.22199988,2.43400002
1156453200,,NaN,0.38,0.45699999,0.68099999,1.22500002,NaN,1.73599994,2.14700007,2.40100002
1156712400,,NaN,0.37,0.44299999,0.64399999,1.17400002,NaN,1.70000005,2.15199995,2.40499997
1156798800,,NaN,0.37,0.458,0.67400002,1.20299995,NaN,1.72300005,2.16899991,2.421
1156885200,,NaN,0.36000001,0.45300001,0.65399998,1.16900003,NaN,1.68099999,2.16000009,2.41700006
1156971600,,NaN,0.36000001,0.44299999,0.61900002,1.125,NaN,1.64699996,2.14700007,2.43000007
1157058000,,NaN,0.347,0.44800001,0.61900002,1.13999999,NaN,1.66700006,2.1559999,2.43000007
1157317200,,NaN,0.347,0.45300001,0.64899999,1.17900002,NaN,1.69500005,2.1730001,2.421
1157403600,,NaN,0.347,0.458,0.66900003,1.19799995,NaN,1.704,2.16499996,2.43000007
1157490000,,NaN,0.38100001,0.45300001,0.66399997,1.18900001,NaN,1.71399999,2.14700007,2.40899992
1157576400,,NaN,0.56,0.44299999,0.65399998,1.18400002,NaN,1.70899999,2.1559999,2.41300011
1157662800,,NaN,0.38600001,0.45300001,0.67900002,1.21800005,NaN,1.73199999,2.1730001,2.42499995
1157922000,,NaN,0.55199999,0.38299999,0.61400002,1.14999998,NaN,1.676,2.13899994,2.38400006
1158008400,,NaN,0.375,0.38800001,0.62900001,1.16900003,NaN,1.71000004,2.16899991,2.421
1158094800,,NaN,0.37599999,0.37599999,0.61000001,1.14900005,NaN,1.68099999,2.14299989,2.39199996
1158181200,,NaN,0.37099999,0.38699999,0.61699998,1.15100002,NaN,1.68599999,2.16000009,2.39599991
1158267600,,NaN,0.37200001,0.38800001,0.61699998,1.14199996,NaN,1.67200005,2.1559999,2.40899992
1158613200,,NaN,0.37599999,0.38800001,0.64200002,1.176,NaN,1.71000004,2.17799997,2.44199991
1158699600,,NaN,0.37599999,0.43000001,0.662,1.17299998,NaN,1.68599999,2.18199992,2.41700006
1158786000,,NaN,0.37,0.44499999,0.67699999,1.18799996,NaN,1.70500004,2.19499993,2.4460001
1158872400,,NaN,0.37599999,0.41999999,0.63700002,1.13399994,NaN,1.63499999,2.148,2.38800001
1159131600,,NaN,0.37,0.41499999,0.63200003,1.12899995,NaN,1.63900006,2.16100001,2.40899992
1159218000,,NaN,0.38,0.405,0.61199999,1.09500003,NaN,1.62100005,2.16100001,2.41700006
1159304400,,NaN,0.37,0.43000001,0.65700001,1.13399994,NaN,1.65799999,2.18700004,2.44199991
1159390800,,NaN,0.37,0.435,0.67199999,1.14400005,NaN,1.65799999,2.18300009,2.4289999
1159477200,,NaN,0.36000001,0.44,0.68199998,1.16299999,NaN,1.67700005,2.19099998,2.45000005
1159736400,,NaN,0.35600001,0.465,0.71200001,1.222,NaN,1.73800004,2.23000002,2.50699997
1159822800,,NaN,0.35600001,0.45500001,0.68199998,1.18299997,NaN,1.69599998,2.21300006,2.4749999
1159909200,,NaN,0.38,0.45500001,0.67699999,1.18299997,NaN,1.71899998,2.23900008,2.49900007
1159995600,,NaN,0.38,0.46000001,0.68699998,1.20200002,NaN,1.72399998,2.24699998,2.49900007
1160082000,,NaN,0.38600001,0.465,0.68699998,1.18799996,NaN,1.70500004,2.22199988,2.49900007
1160427600,,NaN,0.38999999,0.47499999,0.69700003,1.20200002,NaN,1.72399998,2.23900008,2.50699997
1160514000,,NaN,0.38999999,0.495,0.71700001,1.23599994,NaN,1.74199998,2.24300003,2.50699997
1160600400,,NaN,0.38600001,0.495,0.71200001,1.23599994,NaN,1.74699998,2.23900008,2.51099992
1160686800,,NaN,0.38999999,0.51499999,0.73199999,1.26600003,NaN,1.76499999,2.25600004,2.51099992
1160946000,,NaN,0.405,0.55000001,0.77700001,1.31400001,NaN,1.79299998,2.26900005,2.51600003
1161032400,,NaN,0.421,0.55000001,0.77700001,1.30499995,NaN,1.79299998,2.28200006,2.51999998
1161118800,,NaN,0.41,0.57499999,0.801,1.324,NaN,1.79799998,2.28200006,NaN
1161205200,,NaN,0.44100001,0.60500002,0.83099997,1.33899999,NaN,1.79799998,2.27699995,NaN
1161291600,,NaN,0.44600001,0.60500002,0.81699997,1.329,NaN,1.79799998,2.273,2.50999999
1161550800,,NaN,0.44499999,0.61500001,0.83600003,1.35800004,NaN,1.83000004,2.29900002,2.53299999
1161637200,,NaN,0.44499999,0.60500002,0.801,1.329,NaN,1.82099998,2.28999996,2.54099989
1161723600,,NaN,0.44999999,0.61000001,0.787,1.30499995,NaN,1.79299998,2.28299999,2.5079999
1161810000,,NaN,0.44,0.60000002,0.75700003,1.26100004,NaN,1.74699998,2.23099995,2.4749999
1161896400,,NaN,0.43099999,0.59500003,0.75700003,1.25600004,NaN,1.73800004,2.21399999,2.46300006
1162159200,,NaN,0.44,0.57999998,0.73699999,1.23599994,NaN,1.73300004,2.20099998,2.46700001
1162245600,,NaN,0.43099999,0.57499999,0.727,1.21700001,NaN,1.72399998,2.20099998,2.47099996
1162332000,,NaN,0.44100001,0.58999997,0.74699998,1.222,NaN,1.71899998,2.19199991,2.44300008
1162418400,,NaN,0.442,0.58999997,0.74699998,1.21700001,NaN,1.71399999,2.18300009,2.43000007
1162764000,,NaN,0.45199999,0.61400002,0.78600001,1.27499998,NaN,1.76100004,2.227,2.46300006
1162850400,,NaN,0.45500001,0.62,0.792,1.27499998,NaN,1.76100004,2.227,2.46300006
1162936800,,NaN,0.47,0.62,0.787,1.25100005,NaN,1.73000002,2.20900011,2.45099998
1163023200,,NaN,0.46599999,0.61000001,0.77200001,1.23199999,NaN,1.71599996,2.19199991,2.43799996
1163109600,,NaN,0.47499999,0.60900003,0.77200001,1.21700001,NaN,1.69700003,2.1789999,2.42600012
1163368800,,NaN,0.461,0.60000002,0.75199997,1.18799996,NaN,1.67400002,2.17000008,2.41400003
1163455200,,NaN,0.491,0.66000003,0.82599998,1.26600003,NaN,1.73500001,2.21399999,2.45499992
1163541600,,NaN,0.491,0.66000003,0.82599998,1.26300001,NaN,1.70700002,2.19199991,2.43000007
1163628000,,NaN,0.48100001,0.66000003,0.83600003,1.26800001,NaN,1.71200001,2.19199991,2.43000007
1163714400,,NaN,0.49000001,0.64999998,0.83099997,1.273,NaN,1.72599995,2.20499992,2.43799996
1163973600,,NaN,0.47600001,0.62,0.78200001,1.22399998,NaN,1.69299996,2.19199991,2.42600012
1164060000,,NaN,0.47600001,0.61900002,0.801,1.22899997,NaN,1.69299996,2.19199991,2.41799998
1164146400,,NaN,0.48100001,0.62,0.82200003,1.22899997,NaN,1.67900002,2.17000008,2.39299989
1164319200,,NaN,0.47999999,0.62,0.80900002,1.22099996,NaN,1.67400002,2.148,2.41000009
1164578400,,NaN,0.47999999,0.61900002,0.82099998,1.23800004,NaN,1.67900002,2.15300012,2.37599993
1164664800,,NaN,0.477,0.60399997,0.801,1.21899998,NaN,1.66499996,2.148,2.37599993
1164751200,,NaN,0.48100001,0.61900002,0.82599998,1.25800002,NaN,1.69700003,2.16599989,2.39299989
1164837600,,NaN,0.48199999,0.62,0.81199998,1.21899998,NaN,1.66499996,2.13100004,2.37599993
1164924000,,NaN,0.49000001,0.62,0.80599999,1.18900001,NaN,1.62199998,2.07299995,2.30100012
1165183200,,NaN,0.49000001,0.625,0.81599998,1.204,NaN,1.62699997,2.08200002,2.29699993
1165269600,,NaN,0.49599999,0.62400001,0.81099999,1.204,NaN,1.61300004,2.05500007,2.28800011
1165356000,,NaN,0.53500003,0.64399999,0.84200001,1.23399997,NaN,1.653,2.05500007,2.25900006
1165442400,,NaN,0.55000001,0.66399997,0.866,1.273,NaN,1.68099999,2.06399989,2.27600002
1165528800,,NaN,0.551,0.66399997,0.866,1.28699994,NaN,1.70000005,2.0999999,2.29699993
1165788000,,NaN,0.52499998,0.64899999,0.83700001,1.24300003,NaN,1.66199994,2.08200002,2.27999997
1165874400,,NaN,0.51099998,0.63999999,0.81599998,1.21899998,NaN,1.648,NaN,NaN
1165960800,,NaN,0.505,0.63,0.80199999,1.19400001,NaN,1.62,2.03299999,2.25900006
1166047200,,NaN,0.5,0.62400001,0.79699999,1.204,NaN,1.63399994,2.05999994,2.27099991
1166133600,,NaN,0.505,0.63700002,0.82700002,1.25399995,NaN,1.671,2.08200002,2.30500007
1166392800,,NaN,0.50999999,0.64300001,0.83700001,1.278,NaN,1.69000006,2.09500003,2.31399989
1166479200,,NaN,0.5,0.62699997,0.81199998,1.23399997,NaN,1.65799999,2.05100012,2.27600002
1166565600,,NaN,0.48100001,0.64899999,0.82499999,1.23300004,NaN,1.625,2.03399992,2.2420001
1166652000,,NaN,0.48100001,0.639,0.81599998,1.22300005,NaN,1.61500001,2.03900003,2.25
1166738400,,NaN,0.47999999,0.62400001,0.79500002,1.20899999,NaN,1.60599995,2.03399992,2.24600005
1166997600,,NaN,0.48100001,0.61400002,0.78500003,1.204,NaN,1.60599995,2.03399992,2.24600005
1167084000,,NaN,0.49000001,0.60299999,0.77499998,1.19400001,NaN,1.58299994,2.0079999,2.23300004
1167170400,,NaN,0.5,0.639,0.82999998,1.26699996,NaN,1.648,2.05599999,2.26699996
1167256800,,NaN,0.5,0.639,0.82999998,1.27699995,NaN,1.67200005,2.23300004,2.29699993
1167343200,,NaN,0.50199997,0.639,0.82499999,1.28699994,NaN,1.69000006,2.08699989,2.32200003
1167861600,,NaN,0.50999999,0.65399998,0.86000001,1.32599998,NaN,1.72300005,2.2750001,2.33899999
1167948000,,NaN,0.52999997,0.65899998,0.86000001,1.32099998,NaN,1.71800005,2.26699996,2.32999992
1168293600,,NaN,0.54100001,0.66399997,0.87099999,1.33599997,NaN,1.73800004,2.29299998,2.35599995
1168380000,,NaN,0.537,0.66399997,0.87099999,1.34599996,NaN,1.76100004,2.16899991,2.398
1168466400,,NaN,0.53100002,0.64899999,0.85100001,1.32599998,NaN,1.73800004,2.30500007,2.36800003
1168552800,,NaN,0.53200001,0.65399998,0.861,1.33599997,NaN,1.74199998,2.16899991,2.38100004
1168812000,,NaN,0.53600001,0.66000003,0.87099999,1.33599997,NaN,1.74199998,2.1559999,2.38100004
1168898400,,NaN,0.542,0.66500002,0.87599999,1.32599998,NaN,1.74199998,2.31800008,2.38100004
1168984800,,NaN,0.51200002,0.61500001,0.81599998,1.25800002,NaN,1.69099998,2.29299998,2.35599995
1169071200,,NaN,0.50999999,0.625,0.83600003,1.28199995,NaN,1.71000004,2.15199995,2.37700009
1169157600,,NaN,0.49599999,0.58399999,0.79000002,1.22899997,NaN,1.71000004,2.15199995,2.34899998
1169416800,,NaN,0.486,0.56400001,0.76499999,1.204,NaN,1.65799999,2.13000011,2.36199999
1169503200,,NaN,0.48100001,0.55400002,0.75599998,1.20899999,NaN,1.66799998,2.148,2.3900001
1169589600,,NaN,0.47600001,0.56400001,0.76999998,1.21899998,NaN,1.66700006,2.13499999,2.37800002
1169676000,,NaN,0.47600001,0.56900001,0.77600002,1.22399998,NaN,1.65799999,2.12599993,2.36999989
1169762400,,NaN,0.472,0.54400003,0.75,1.21399999,NaN,1.65799999,2.12599993,2.40199995
1170021600,,NaN,0.46700001,0.55400002,0.76599997,1.23800004,NaN,1.71899998,2.18600011,2.42600012
1170108000,,NaN,0.46799999,0.54500002,0.75099999,1.23300004,NaN,1.71399999,2.18199992,2.41799998
1170194400,,NaN,0.46799999,0.52999997,0.736,1.22399998,NaN,1.70500004,2.1559999,2.398
1170280800,,NaN,0.46200001,0.53399998,0.75099999,1.23300004,NaN,1.71399999,2.15199995,2.38599992
1170367200,,NaN,0.46599999,0.54400003,0.77499998,1.26300001,NaN,1.72800004,2.15199995,2.38199997
1170626400,,NaN,0.465,0.54500002,0.77499998,1.25800002,NaN,1.71399999,2.15199995,2.37800002
1170712800,,NaN,0.46700001,0.54900002,0.78500003,1.273,NaN,1.74199998,2.1730001,2.40199995
1170799200,,NaN,0.46000001,0.56,0.801,1.278,NaN,1.74199998,2.1730001,2.398
1170885600,,NaN,0.51099998,0.55000001,0.78500003,1.25800002,NaN,1.72800004,2.1730001,2.398
1170972000,,NaN,0.50099999,0.53899997,0.76099998,1.21899998,NaN,1.70000005,2.14299989,2.36999989
1171317600,,NaN,0.50599998,0.55400002,0.79100001,1.273,NaN,1.74199998,2.1730001,2.398
1171404000,,NaN,0.50599998,0.55400002,0.79100001,1.26800001,NaN,1.73300004,2.16499996,2.3900001
1171490400,,NaN,0.53100002,0.57499999,0.81599998,1.29200006,NaN,1.74699998,2.18199992,2.4059999
1171576800,,NaN,0.51700002,0.574,0.801,1.25800002,NaN,1.71000004,2.1559999,2.38199997
1171836000,,NaN,0.52200001,0.579,0.80599999,1.26300001,NaN,1.72399998,2.1730001,2.4059999
1171922400,,NaN,0.52700001,0.58999997,0.796,1.24800003,NaN,1.71399999,2.16899991,2.4059999
1172008800,,NaN,0.57200003,0.61000001,0.82099998,1.24800003,NaN,1.70000005,2.14299989,2.37400007
1172095200,,NaN,0.59100002,0.625,0.82999998,1.23300004,NaN,1.66700006,2.0999999,2.33299994
1172181600,,NaN,0.602,0.63999999,0.85000002,1.25800002,NaN,1.68200004,2.09100008,2.3210001
1172440800,,NaN,0.60500002,0.63999999,0.84600002,1.24800003,NaN,1.66700006,2.07800007,2.3039999
1172527200,,NaN,0.60699999,0.63999999,0.82599998,1.22399998,NaN,1.64900005,2.06999993,2.296
1172613600,,NaN,0.60699999,0.64499998,0.82999998,1.21899998,NaN,1.63900006,2.06500006,2.28800011
1172700000,,NaN,0.60100001,0.64999998,0.84600002,1.23800004,NaN,1.65799999,2.08699989,2.30800009
1172786400,,NaN,0.60100001,0.64999998,0.83099997,1.22800004,NaN,1.67700005,2.09100008,2.31200004
1173045600,,NaN,0.602,0.63999999,0.79500002,1.18400002,NaN,1.63499999,2.03900003,2.25900006
1173132000,,NaN,0.60100001,0.63999999,0.80599999,1.199,NaN,1.63900006,2.04399991,2.2750001
1173218400,,NaN,0.59600002,0.63999999,0.80000001,1.18900001,NaN,1.625,2.04399991,2.28399992
1173304800,,NaN,0.59500003,0.63499999,0.79500002,1.18400002,NaN,1.625,2.03900003,2.2750001
1173391200,,NaN,0.597,0.625,0.78600001,1.17499995,NaN,1.62100005,2.05200005,2.29200006
1173646800,,NaN,0.59600002,0.63,0.79500002,1.17900002,NaN,1.625,2.05200005,2.28800011
1173733200,,NaN,0.597,0.625,0.79000002,1.16999996,NaN,1.62100005,2.05200005,2.28800011
1173819600,,NaN,0.59200001,0.60500002,0.77100003,1.13,NaN,1.58299994,2.02600002,2.26300001
1173906000,,NaN,0.59200001,0.59399998,0.77700001,1.14400005,NaN,1.602,2.05200005,2.296
1173992400,,NaN,0.59200001,0.59200001,0.76999998,1.13800001,NaN,1.59200001,NaN,2.29999995
1174251600,,NaN,0.59100002,0.59100002,0.77999997,1.148,NaN,1.59200001,2.04299998,2.29200006
1174338000,,NaN,0.58999997,0.67400002,0.82300001,1.17400002,NaN,1.57700002,2.02999997,2.2750001
1174510800,,NaN,0.59200001,0.67400002,0.82300001,1.16400003,NaN,1.56299996,2.01300001,2.25500011
1174597200,,NaN,0.59100002,0.67400002,0.84299999,1.20799994,NaN,1.62,2.05599999,2.28399992
1174856400,,NaN,0.58700001,0.67400002,0.85799998,1.23699999,NaN,1.66700006,2.09899998,2.33299994
1174942800,,NaN,0.57800001,0.66900003,0.84299999,1.21800005,NaN,1.648,2.09899998,2.34899998
1175029200,,NaN,0.57700002,0.67400002,0.85299999,1.24699998,NaN,1.68099999,2.125,2.36599994
1175115600,,NaN,0.57599998,0.66900003,0.84299999,1.222,NaN,1.653,2.09500003,2.34100008
1175202000,,NaN,0.57700002,0.67400002,0.84299999,1.22300005,NaN,1.66199994,2.09500003,NaN
1175461200,,NaN,0.57700002,0.67400002,0.833,1.21300006,NaN,1.65699995,2.11199999,2.34500003
1175547600,,NaN,0.57800001,0.67400002,0.833,1.22300005,NaN,1.66199994,2.12899995,2.34899998
1175634000,,NaN,0.57700002,0.68400002,0.85299999,1.26600003,NaN,1.69000006,2.125,2.36999989
1175720400,,NaN,0.57700002,0.67900002,0.84299999,1.25199997,NaN,1.69000006,2.11999989,2.35700011
1175806800,,NaN,0.565,0.67400002,0.838,1.24699998,NaN,1.676,2.11999989,2.35299993
1176066000,,NaN,0.565,0.67900002,0.84299999,1.26199996,NaN,1.68499994,2.11599994,2.36199999
1176152400,,NaN,0.565,0.68400002,0.85299999,1.26600003,NaN,1.69000006,2.11199999,2.35299993
1176238800,,NaN,0.56699997,0.67900002,0.833,1.227,NaN,1.65199995,2.08999991,2.33299994
1176325200,,NaN,0.56599998,0.68400002,0.84299999,1.24199998,NaN,1.676,2.11999989,2.36199999
1176411600,,NaN,0.56599998,0.68400002,0.838,1.23699999,NaN,1.671,2.125,2.36599994
1176670800,,NaN,0.56599998,0.68900001,0.85299999,1.27100003,NaN,1.704,2.1500001,2.38599992
1176757200,,NaN,0.56800002,0.69400001,0.86299998,1.27100003,NaN,1.699,2.12899995,2.36199999
1176843600,,NaN,0.56800002,0.704,0.88300002,1.29100001,NaN,1.699,2.13700008,2.3670001
1176930000,,NaN,0.56800002,0.69999999,0.86799997,1.26100004,NaN,1.676,2.11199999,2.34599996
1177016400,,NaN,0.58099997,0.70999998,0.88700002,1.28600001,NaN,1.68499994,2.11599994,NaN
1177275600,,NaN,0.58099997,0.71399999,0.88800001,1.28600001,NaN,1.69000006,2.11599994,2.34200001
1177362000,,NaN,0.57099998,0.70899999,0.87800002,1.26100004,NaN,1.676,2.11199999,2.34599996
1177448400,,NaN,0.57200003,0.70899999,0.87699997,1.24699998,NaN,1.65699995,NaN,2.329
1177534800,,NaN,0.58099997,0.71399999,0.88700002,1.25699997,NaN,1.66199994,2.09100008,2.329
1177621200,,NaN,0.58099997,0.71399999,0.88300002,1.23199999,NaN,1.63399994,2.05999994,2.30500007
1177966800,,NaN,0.57200003,0.70899999,0.86699998,1.20799994,NaN,1.62,2.05999994,2.296
1178053200,,NaN,0.574,0.71399999,0.87300003,1.21800005,NaN,1.63800001,2.07299995,2.30900002
1178485200,,NaN,0.57200003,0.71399999,0.87800002,1.23199999,NaN,1.65699995,2.09100008,2.32500005
1178571600,,NaN,0.56999999,0.71399999,0.87800002,1.24699998,NaN,1.65199995,2.09500003,2.329
1178658000,,NaN,0.56999999,0.71399999,0.88700002,1.26600003,NaN,1.676,2.13000011,2.34599996
1178744400,,NaN,0.56999999,0.71899998,0.898,1.27600002,NaN,1.66600001,2.11199999,2.34599996
1178830800,,NaN,0.565,0.71399999,0.88700002,1.25699997,NaN,1.64300001,2.08599997,2.329
1179090000,,NaN,0.565,0.72000003,0.898,1.27600002,NaN,1.671,2.09899998,2.33800006
1179176400,,NaN,0.56599998,0.71899998,0.903,1.28600001,NaN,1.699,2.1170001,2.34200001
1179262800,,NaN,0.56800002,0.71399999,0.88700002,1.26600003,NaN,1.671,2.10400009,2.33400011
1179349200,,NaN,0.56599998,0.70899999,0.87699997,1.23199999,NaN,1.63800001,2.07299995,2.30500007
1179435600,,NaN,0.56400001,0.71399999,0.89300001,1.24699998,NaN,1.648,2.07299995,2.30900002
1179694800,,NaN,0.55800003,0.71899998,0.898,1.25699997,NaN,1.648,2.08599997,2.31699991
1179781200,,NaN,0.55800003,0.71899998,0.89300001,1.24699998,NaN,1.64300001,2.08200002,2.30500007
1179867600,,NaN,0.55800003,0.72899997,0.912,1.29100001,NaN,1.68499994,2.1170001,2.33800006
1179954000,,NaN,0.55599999,0.73400003,0.917,1.30499995,NaN,1.69400001,2.125,2.35400009
1180040400,,NaN,0.55800003,0.74900001,0.93699998,1.33399999,NaN,1.71800005,2.13800001,2.36199999
1180299600,,NaN,0.55800003,0.759,0.95300001,1.34399998,NaN,1.73199999,2.13400006,2.3670001
1180386000,,NaN,0.55900002,0.77399999,0.972,1.37300003,NaN,1.74100006,NaN,2.37899995
1180472400,,NaN,0.55599999,0.78399998,0.98199999,1.36800003,NaN,1.73599994,2.12100005,2.34599996
1180558800,,NaN,0.55900002,0.79400003,0.98699999,1.37300003,NaN,1.74600005,2.14700007,2.35400009
1180645200,,NaN,0.55599999,0.80900002,1.00199997,1.40199995,NaN,1.77400005,2.1559999,2.3670001
1180904400,,NaN,0.55900002,0.81400001,1.00699997,1.42200005,NaN,1.79700005,2.17700005,2.3829999
1180990800,,NaN,0.55900002,0.81400001,1.00699997,1.46000004,NaN,1.829,2.19799995,2.40400004
1181077200,,NaN,0.56,0.824,1.01699996,1.46500003,NaN,1.84200001,2.18600011,2.39100003
1181163600,,NaN,0.55699998,0.83399999,1.03699994,1.49399996,NaN,1.86500001,2.20700002,2.40799999
1181250000,,NaN,0.56099999,0.84399998,NaN,1.53299999,NaN,1.89300001,2.22000003,2.41599989
1181509200,,NaN,0.56099999,0.85000002,1.06700003,1.54200006,NaN,1.90699995,2.24099994,2.44000006
1181595600,,NaN,0.56099999,0.85399997,1.08700001,1.55200005,NaN,1.91999996,2.25399995,2.45700002
1181682000,,NaN,0.58600003,0.87400001,1.102,1.58599997,NaN,1.96200001,2.29200006,2.49300003
1181768400,,NaN,0.58600003,0.86400002,1.08200002,1.56200004,NaN,1.95299995,2.30900002,2.50900006
1181854800,,NaN,0.58600003,0.85000002,1.051,1.528,NaN,1.93400002,2.3210001,2.5250001
1182114000,,NaN,0.58600003,0.83899999,1.02600002,1.49800003,NaN,1.89199996,2.27900004,2.48900008
1182200400,,NaN,0.58099997,0.84899998,1.051,1.53199995,NaN,1.92499995,2.296,2.50500011
1182286800,,NaN,0.57200003,0.84299999,1.08599997,1.54200006,NaN,1.88300002,2.27099991,2.48900008
1182373200,,NaN,0.57200003,0.847,1.09599996,1.56099999,NaN,1.91999996,2.296,2.51699996
1182459600,,NaN,0.57200003,0.83700001,1.08599997,1.54200006,NaN,1.89699996,2.28699994,2.50099993
1182718800,,NaN,0.57200003,0.838,1.08200002,1.53699994,NaN,1.89199996,2.27399993,2.49300003
1182805200,,NaN,0.565,0.82800001,1.06599998,1.528,NaN,1.88300002,2.27399993,2.49300003
1182891600,,NaN,0.565,0.81199998,1.051,1.49899995,NaN,1.85500002,2.25699997,2.477
1182978000,,NaN,0.565,0.80800003,1.046,1.523,NaN,1.90600002,2.29099989,2.50099993
1183064400,,NaN,0.56300002,0.81199998,1.051,1.50399995,NaN,1.86000001,2.24399996,2.45700002
1183323600,,NaN,0.56300002,0.82300001,1.06599998,1.523,NaN,1.88300002,2.25699997,2.46099997
1183410000,,NaN,0.56300002,0.84200001,1.09099996,1.53299999,NaN,1.87899995,2.26999998,2.47300005
1183496400,,NaN,0.55900002,0.82200003,1.08599997,1.53699994,NaN,1.90400004,2.28699994,2.49699998
1183582800,,NaN,0.55900002,0.82200003,1.09099996,1.55200005,NaN,1.89999998,2.29999995,2.50900006
1183669200,,NaN,0.55900002,0.833,1.11099994,1.57099998,NaN,1.93700004,2.30800009,2.51699996
1183928400,,NaN,0.55900002,0.84200001,1.12600005,1.59000003,NaN,1.94599998,2.32999992,2.53699994
1184014800,,NaN,0.55900002,0.84200001,1.12100005,1.59500003,NaN,1.95099998,2.33800006,2.54900002
1184101200,,NaN,0.55900002,0.82800001,1.08599997,1.523,NaN,1.88100004,2.29099989,2.4849999
1184187600,,NaN,0.55900002,0.81300002,1.07099998,1.528,NaN,1.91400003,2.30800009,2.51300001
1184274000,,NaN,0.72000003,0.81800002,1.08599997,1.55700004,NaN,1.92700005,2.33400011,2.54500008
1184619600,,NaN,0.72000003,0.82200003,1.07599998,1.55200005,NaN,1.91799998,2.33400011,2.54900002
1184706000,,NaN,0.72000003,0.80800003,1.06599998,1.528,NaN,1.90900004,2.31699991,2.53299999
1184792400,,NaN,0.72000003,0.81800002,1.09599996,1.58000004,NaN,1.90400004,2.31299996,2.54099989
1184878800,,NaN,0.72600001,0.80699998,1.05599999,1.49899995,NaN,1.88600004,2.29500008,2.50500011
1185138000,,NaN,0.72600001,0.81300002,1.01600003,1.48500001,NaN,1.86699998,2.27800012,2.49300003
1185224400,,NaN,0.72600001,0.81699997,1.05599999,1.49399996,NaN,1.87199998,2.29999995,2.51300001
1185310800,,NaN,0.72600001,0.80699998,1.04100001,1.47000003,NaN,1.86699998,2.27399993,2.48900008
1185397200,,NaN,0.72600001,0.78200001,1.02100003,1.44599998,NaN,1.85800004,2.2650001,2.48900008
1185483600,,NaN,NaN,0.78299999,1.00600004,1.403,NaN,1.79299998,2.20900011,2.42000008
1185742800,,NaN,0.70599997,0.76700002,0.99599999,1.403,NaN,1.80700004,2.2349999,2.45300007
1185829200,,NaN,0.70599997,0.787,1.01100004,1.41199994,NaN,1.80700004,2.22199988,2.44400001
1185915600,,NaN,0.70499998,0.76700002,0.97600001,1.36899996,NaN,1.76900005,2.19199991,2.40799999
1186002000,,NaN,0.70499998,0.78299999,0.99599999,1.40799999,NaN,1.82099998,2.24399996,2.45300007
1186088400,,NaN,0.69099998,0.75199997,0.96600002,1.35899997,NaN,1.76900005,2.20000005,2.42799997
